text,vader,textblob,roberta,bert,cnn,lstm,svm,average_score,sentiment,vader_sentiment,textblob_sentiment,roberta_sentiment,bert_sentiment,cnn_sentiment,lstm_sentiment,svm_sentiment,avg_sentiment,nouncount_,verbcount_
This phone as a lot of crack and the charger is not strong enough to charge samsung phone,-0.4023,-0.10833333333333334,-0.8387064913774739,-0.1137829349569155,0.0,0.82801133,1,0.05212693918209865,1,Negative,Negative,Negative,Negative,Negative,Positive,Positive,Negative,6,2
It's only charging to 84% and keep getting messages about moisture when wanting to charge.,0.0,0.0,0.06067525861530332,0.042545135408988966,0.0,0.87034523,1,0.281937946985029,1,Neutral,Neutral,Negative,Negative,Negative,Positive,Positive,Negative,3,5
"This phone is great! Folded you get a standard size screen for normal use, unfolded and you get about twice the screen for multitasking work or game on a bigger screen. Only issue I have is the screen protector on the cover screen due to fingerprints and dusts.",0.6588,0.08928571428571427,0.003434755988538485,0.007339365948739726,1.0,0.9027082,1,0.5230811441458785,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,14,8
"My fault for not reading the ""what's included"", but I was very surprised the phone doesn't come with a charger.  There is a cable but no cube, and the cable is USB-C on both ends so it doesn't plug into any of my existing charging cubes.  Phone seems to be working fine, just had to use my old phone charger.",0.0873,0.21555555555555553,0.14311265048470467,0.13685364326448557,0.0,0.83469427,1,0.3453594450891458,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,14,13
"Everything else seems what you'd expect from OnePlus, but the camera was bad, the light part of backgrounds were very bright like headlights from a car. Not good. My OnePlus 11 is better than this",0.6057,0.15200000000000008,-0.2784342391533998,0.17554002787780298,1.0,0.86508393,1,0.5028413888001414,-1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,9,7
"The wifes phone being 4 years old wasn't cutting the mustard to say. Battery was shot so it was time to retire the note 20.  I opted to get her this model.  I own the 12 she didn't want the giantic screen. So the 12r was the same size as her old note.Without me going after a day or two. Actually a whole week, she flat said the battery lasts all day, pictures are 10x better and it charges in like two seconds. And everything is just faster.  She has been super impressed with it.Owning now the 12 (me) and 12r (her). You honestly can't go wrong.If you asked me whats the biggest difference is of the two the 12 camera is far better. BUT the 12R can hold it's own and takes amazing shots. The detail and saturation is wonderfull. She even took some video at our son track meet. Said I can't belive how clear the video is and you can here all the sounds. And on a personal side note here the 12r is superrrr easy when it comes to shots and video recording. Can I tell the speed difference in the two nope they are both just as fast.If this is what the one plus has to offer and these hold up ill stick with one plus phones.And the os system is little different but my wife is not a tech person at all. She figured the thing out pretty quick which surprised me and even our teenage son. Ha!!So if your one the fence buy one. In a nut shell you get more bang for your buck.Oh and she's loves the alert slider and finger print sensor.Guys these phones are bad a**",0.9705,0.1828703703703703,0.02204674860083733,-0.08264811131653005,1.0,0.8272427,1,0.5600016685854382,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Positive,68,58
Being Titanium it is way stronger yet Lighter than my Pixel Fold and any Samsung or Razr out there.,0.3818,0.0,0.058849058508470276,0.0060178434237020476,0.0,0.86755574,1,0.33060323420394205,1,Positive,Neutral,Negative,Negative,Negative,Positive,Positive,Negative,7,2
"I ordered this for my daughter, It's a beautiful phone the Software is most definitely impressive. However the front screen was smaller than we anticipated and the fonts a little tiny. So my Daughter decided to go with the One plus open. I returned this phone exactly the way it came and the seller charged me a $349 restocking fee, If I was aware of this I would have not made this purchase as I feel this is a Rip off.",0.8648,0.29583333333333334,0.03285248107878225,0.10202071633584797,0.0,0.62749124,1,0.4175711094972851,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Negative,17,15
"The display on this phone is great! Photos and videos look so vivid on it. However, I am a bit disappointed with the camera. It's ok at mid-range shots, but far underperforms my old phone with macro shots.",0.3382,0.17916666666666667,0.012097118774466509,0.007831298570617165,1.0,0.81439996,1,0.4788135773812301,1,Positive,Positive,Negative,Negative,Positive,Positive,Positive,Neutral,13,2
Bought two Unlocked T-Mobile phones both work great !,0.6588,1.0,0.0002815544720260188,-0.0003943955479964057,0.0,0.82188785,1,0.4972250013836348,1,Positive,Positive,Negative,Negative,Negative,Positive,Positive,Neutral,2,2
"Overall a good phone.5G on T-Mobile only, if even. Not on AT&T.Camera(s) use EIS - image stabilization in software. The issue is that EIS is only in the included camera software. Using other apps to capture pics/videos do not get any image stabilization. E.g. Open Camera and dash-cam apps. This is a step back from my older phones (OnePlus 6, OnePlus 7 Pro).Good wide-lens camera, no optical zoom camera.Battery life is good, especially after Android 13 update. I get two days with moderate use.Battery gets warm during charging - not good for its life. I have to pay attention (use AccuBattery) and disconnect the charger at 80%. The phone has a optimized charging feature, but no way of stopping the charging before 100% and avoiding overheating. AccuBattery shows the battery health at 90% only already, after a couple of weeks of use. Not great prognosis for its life.We'll see how much longer OnePlus supports this phone with updates. I should have gotten a Google Pixel 6A at the same price. Somewhat lower specs but better pictures and much better/longer software support/updates.No video over USB C. This is a step back.FYI - no clear case included in the US market.",-0.7032,0.10708333333333334,0.11457550278795381,0.09227363238111419,1.0,1.374665e-06,1,0.2301048347381967,1,Negative,Positive,Negative,Negative,Positive,Negative,Positive,Negative,63,28
I loved the phone itself and how snappy everything was and how extremely fast the battery charged but the cellular service was trash (mint mobile) and no it's not my carrier mint is absolutely amazing and I have had zero issues with this company. As soon as I switched my sim card to my previous Nord all my issues disappeared. A shame really but hey what can you do? A+ seller tho would buy from them again!,-0.2269,0.31666666666666665,0.0006331061355835388,-0.21079196745206596,0.0,0.4487204,1,0.18976117155931677,1,Negative,Positive,Negative,Negative,Negative,Negative,Positive,Negative,19,14
"Never bought a new phone before i could have bought Samsung or something of that nature but Oneplus had appealing features at a lower-end cost, i would have gotten the 12R but it didn't have wireless charging only the 12 did.",0.0,0.21212121212121213,0.11783083882324741,0.09012966580866344,0.0,0.8658767,1,0.3265654844864604,-1,Neutral,Positive,Negative,Negative,Negative,Positive,Positive,Negative,11,10
I bought this expecting to get the North American Version and still got the Chinese Version (Model A3010) refunding today. Phone is still great just make sure it is the right version of the phone to get full use of 3G/4G/LTE coverage by your provider.,0.7506,0.32261904761904764,0.01080103990620529,0.029612967049551964,0.0,1.4479449e-06,1,0.3019477860742431,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,11,9
"UPDATE:I DID A FULL FACTORY RESET AND I KNOW LOVE THE PHONE!!!! I don't know if it was.properly unlocked or not, because it was a t-mobile phone and that it the service I already have, so I may have just been lucky. I recommend doing the factory reset if you get a phone like this for your own safety. But the phone is awesome!!!HOW DO I REMOVE AND PREVENT REMOTE ACCESS TO MY THIS DEVICE?It just arrived today and looks beautiful!  I know it is refurbished and should be unlocked. But I am not putting a SIM card in until I can remove this remote access. I am not gonna put personal information on this phone that others can access. PLEASE HELP and I will raise my review score.",0.9685,0.38541666666666663,0.003168516230660723,-0.026411255543610235,0.0,1.423877e-06,1,0.3329536216043956,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,37,25
I'm coming from a long line of budget phone and wanted to get something better. This phone is great with good support.  Phone has a few issues such as brightness gets low sometime even without adaptive brightness on. Also the Camera pulsing when recording video.  I'm sure that may be a setting but cannot find it.  Other than that not bad.,0.8856,0.2475,0.02363488783473655,0.029861278781726952,0.0,5.807882e-07,1,0.3123709639149514,1,Positive,Positive,Negative,Negative,Negative,Negative,Positive,Negative,17,11
